person,event,roleWithinEvent
per.001514,oscys.caseid.0509,""
per.004903,oscys.caseid.0509,""
per.004925,oscys.caseid.0509,""
per.001493,oscys.caseid.0509,""
per.004922,oscys.caseid.0509,""
per.004928,oscys.caseid.0509,""
per.004927,oscys.caseid.0509,""
per.004897,oscys.caseid.0509,""
per.004923,oscys.caseid.0509,""
per.004917,oscys.caseid.0509,""
per.004919,oscys.caseid.0509,""
per.004918,oscys.caseid.0509,""
per.004914,oscys.caseid.0509,""
per.004912,oscys.caseid.0509,""
per.004904,oscys.caseid.0509,""
per.004889,oscys.caseid.0509,""
per.004916,oscys.caseid.0509,""
per.004908,oscys.caseid.0509,""
per.003675,oscys.caseid.0509,""
per.004895,oscys.caseid.0509,""
per.004893,oscys.caseid.0509,""
per.004900,oscys.caseid.0509,""
per.004909,oscys.caseid.0509,""
per.004910,oscys.caseid.0509,""
per.004915,oscys.caseid.0509,""
per.004894,oscys.caseid.0509,""
per.004921,oscys.caseid.0509,""
per.002691,oscys.caseid.0509,""
per.004896,oscys.caseid.0509,""
per.004891,oscys.caseid.0509,""
per.004905,oscys.caseid.0509,""
per.004906,oscys.caseid.0509,""
per.004907,oscys.caseid.0509,""
per.004924,oscys.caseid.0509,""
per.004890,oscys.caseid.0509,""
per.004899,oscys.caseid.0509,""
per.004898,oscys.caseid.0509,""
per.002422,oscys.caseid.0328,plaintiff
per.002423,oscys.caseid.0328,defendant
per.002424,oscys.caseid.0328,defendant
per.002425,oscys.caseid.0328,defendant
per.002426,oscys.caseid.0328,defendant
per.002427,oscys.caseid.0328,defendant
per.002428,oscys.caseid.0328,defendant
per.002429,oscys.caseid.0328,defendant
per.002430,oscys.caseid.0328,defendant
per.000847,oscys.caseid.0328,attorney
per.002360,oscys.caseid.0328,attorney
per.000476,oscys.caseid.0328,""
per.000740,oscys.caseid.0328,""
per.001217,oscys.caseid.0328,""
per.002431,oscys.caseid.0328,""
per.002432,oscys.caseid.0328,""
per.002433,oscys.caseid.0328,""
per.006534,oscys.caseid.0632,plaintiff
per.006588,oscys.caseid.0632,defendant
per.004375,oscys.caseid.0632,attorney
per.001495,oscys.caseid.0632,attorney
per.006540,oscys.caseid.0632,""
per.004601,oscys.caseid.0632,""
per.006517,oscys.caseid.0632,""
per.006312,oscys.caseid.0632,""
per.006628,oscys.caseid.0632,""
per.006413,oscys.caseid.0632,""
per.006315,oscys.caseid.0632,""
per.005302,oscys.caseid.0632,""
per.001493,oscys.caseid.0632,""
per.002097,oscys.caseid.0632,""
per.006629,oscys.caseid.0632,""
per.002141,oscys.caseid.0266,plaintiff
per.002136,oscys.caseid.0266,defendant
per.002137,oscys.caseid.0266,defendant
per.002138,oscys.caseid.0266,defendant
per.002139,oscys.caseid.0266,attorney
per.002863,oscys.caseid.0390,plaintiff
per.002864,oscys.caseid.0390,defendant
per.001547,oscys.caseid.0390,""
per.002861,oscys.caseid.0390,""
per.002862,oscys.caseid.0390,""
per.000435,oscys.caseid.0390,attorney
per.002865,oscys.caseid.0390,""
per.002866,oscys.caseid.0390,""
per.002867,oscys.caseid.0390,""
per.002868,oscys.caseid.0390,""
per.002869,oscys.caseid.0390,""
per.002870,oscys.caseid.0390,""
per.002871,oscys.caseid.0390,""
per.002872,oscys.caseid.0390,""
per.002816,oscys.caseid.0390,""
per.000183,oscys.caseid.0390,""
per.002873,oscys.caseid.0390,""
per.002820,oscys.caseid.0390,""
per.005476,oscys.caseid.0511,""
per.005482,oscys.caseid.0511,""
per.005484,oscys.caseid.0511,""
per.005417,oscys.caseid.0511,""
per.005427,oscys.caseid.0511,""
per.005386,oscys.caseid.0511,""
per.005469,oscys.caseid.0511,""
per.005480,oscys.caseid.0511,""
per.005428,oscys.caseid.0511,""
per.005423,oscys.caseid.0511,""
per.006664,oscys.caseid.0511,""
per.005429,oscys.caseid.0511,""
per.005441,oscys.caseid.0511,""
per.005447,oscys.caseid.0511,""
per.005387,oscys.caseid.0511,""
per.005393,oscys.caseid.0511,""
per.005487,oscys.caseid.0511,""
per.005378,oscys.caseid.0511,""
per.005394,oscys.caseid.0511,""
per.005418,oscys.caseid.0511,""
per.004601,oscys.caseid.0511,""
per.005414,oscys.caseid.0511,""
per.005478,oscys.caseid.0511,""
per.001514,oscys.caseid.0511,""
per.005491,oscys.caseid.0511,""
per.005439,oscys.caseid.0511,""
per.005442,oscys.caseid.0511,""
per.005438,oscys.caseid.0511,""
per.005443,oscys.caseid.0511,""
per.005437,oscys.caseid.0511,""
per.005419,oscys.caseid.0511,""
per.005436,oscys.caseid.0511,""
per.005380,oscys.caseid.0511,""
per.005446,oscys.caseid.0511,""
per.005412,oscys.caseid.0511,""
per.005421,oscys.caseid.0511,""
per.005454,oscys.caseid.0511,""
per.005477,oscys.caseid.0511,""
per.005483,oscys.caseid.0511,""
per.005398,oscys.caseid.0511,""
per.005411,oscys.caseid.0511,""
per.001502,oscys.caseid.0511,""
per.005456,oscys.caseid.0511,""
per.004366,oscys.caseid.0511,""
per.001493,oscys.caseid.0511,""
per.005473,oscys.caseid.0511,""
per.005404,oscys.caseid.0511,""
per.005400,oscys.caseid.0511,""
per.005389,oscys.caseid.0511,""
per.006663,oscys.caseid.0511,""
per.005388,oscys.caseid.0511,""
per.005486,oscys.caseid.0511,""
per.005430,oscys.caseid.0511,""
per.005383,oscys.caseid.0511,""
per.005420,oscys.caseid.0511,""
per.004746,oscys.caseid.0511,""
per.005460,oscys.caseid.0511,""
per.005410,oscys.caseid.0511,""
per.005475,oscys.caseid.0511,""
per.005385,oscys.caseid.0511,""
per.005463,oscys.caseid.0511,""
per.005390,oscys.caseid.0511,""
per.005464,oscys.caseid.0511,""
per.005391,oscys.caseid.0511,""
per.005468,oscys.caseid.0511,""
per.005479,oscys.caseid.0511,""
per.005472,oscys.caseid.0511,""
per.005433,oscys.caseid.0511,""
per.005444,oscys.caseid.0511,""
per.005381,oscys.caseid.0511,""
per.005392,oscys.caseid.0511,""
per.005395,oscys.caseid.0511,""
per.005492,oscys.caseid.0511,""
per.005415,oscys.caseid.0511,""
per.005490,oscys.caseid.0511,""
per.005435,oscys.caseid.0511,""
per.005405,oscys.caseid.0511,""
per.005432,oscys.caseid.0511,""
per.005402,oscys.caseid.0511,""
per.005431,oscys.caseid.0511,""
per.005434,oscys.caseid.0511,""
per.005440,oscys.caseid.0511,""
per.004764,oscys.caseid.0511,""
per.005397,oscys.caseid.0511,""
per.005488,oscys.caseid.0511,""
per.005493,oscys.caseid.0511,""
per.005449,oscys.caseid.0511,""
per.001507,oscys.caseid.0511,""
per.005409,oscys.caseid.0511,""
per.005467,oscys.caseid.0511,""
per.005379,oscys.caseid.0511,""
per.005396,oscys.caseid.0511,""
per.005471,oscys.caseid.0511,""
per.005485,oscys.caseid.0511,""
per.005465,oscys.caseid.0511,""
per.005474,oscys.caseid.0511,""
per.005450,oscys.caseid.0511,""
per.005457,oscys.caseid.0511,""
per.001477,oscys.caseid.0511,""
per.005445,oscys.caseid.0511,""
per.005448,oscys.caseid.0511,""
per.005462,oscys.caseid.0511,""
per.005452,oscys.caseid.0511,""
per.005470,oscys.caseid.0511,""
per.005481,oscys.caseid.0511,""
per.005401,oscys.caseid.0511,""
per.005451,oscys.caseid.0511,""
per.005461,oscys.caseid.0511,""
per.005406,oscys.caseid.0511,""
per.005399,oscys.caseid.0511,""
per.005489,oscys.caseid.0511,""
per.005453,oscys.caseid.0511,""
per.005426,oscys.caseid.0511,""
per.005459,oscys.caseid.0511,""
per.005413,oscys.caseid.0511,""
per.005403,oscys.caseid.0511,""
per.005455,oscys.caseid.0511,""
per.005466,oscys.caseid.0511,""
per.005382,oscys.caseid.0511,""
per.005407,oscys.caseid.0511,""
per.005425,oscys.caseid.0511,""
per.005422,oscys.caseid.0511,""
per.005458,oscys.caseid.0511,""
per.003488,oscys.caseid.0453,plaintiff
per.000866,oscys.caseid.0453,defendant
per.003181,oscys.caseid.0453,attorney
per.000904,oscys.caseid.0453,""
per.001701,oscys.caseid.0453,""
per.003489,oscys.caseid.0453,""
per.000122,oscys.caseid.0453,""
per.003490,oscys.caseid.0453,""
per.003491,oscys.caseid.0453,""
per.000004,oscys.caseid.0453,""
per.000739,oscys.caseid.0453,""
per.002989,oscys.caseid.0453,""
per.003492,oscys.caseid.0453,""
per.003493,oscys.caseid.0453,""
per.002897,oscys.caseid.0453,""
per.003494,oscys.caseid.0453,""
per.003495,oscys.caseid.0453,""
per.000003,oscys.caseid.0453,""
per.003496,oscys.caseid.0453,""
per.003497,oscys.caseid.0453,""
per.000001,oscys.caseid.0453,attorney
per.002883,oscys.caseid.0453,attorney
per.000064,oscys.caseid.0453,""
per.006412,oscys.caseid.0584,plaintiff
per.006409,oscys.caseid.0584,defendant
per.001393,oscys.caseid.0584,attorney
per.001947,oscys.caseid.0584,attorney
per.004640,oscys.caseid.0584,attorney
per.006312,oscys.caseid.0584,""
per.006413,oscys.caseid.0584,""
per.006315,oscys.caseid.0584,""
per.006414,oscys.caseid.0584,""
per.001493,oscys.caseid.0584,""
per.002097,oscys.caseid.0584,""
per.001977,oscys.caseid.0584,""
per.001477,oscys.caseid.0584,""
per.006410,oscys.caseid.0584,""
per.006415,oscys.caseid.0584,""
per.000852,oscys.caseid.0375,plaintiff
per.000853,oscys.caseid.0375,defendant
per.002593,oscys.caseid.0375,defendant
per.000751,oscys.caseid.0375,attorney
per.000476,oscys.caseid.0375,""
per.001217,oscys.caseid.0375,""
per.000740,oscys.caseid.0375,""
per.001235,oscys.caseid.0375,attorney
per.003218,oscys.caseid.0432,plaintiff
per.000661,oscys.caseid.0432,defendant
per.002112,oscys.caseid.0432,attorney
per.003217,oscys.caseid.0432,""
per.002630,oscys.caseid.0432,""
per.000502,oscys.caseid.0432,""
per.000004,oscys.caseid.0432,""
per.000122,oscys.caseid.0432,""
per.002625,oscys.caseid.0432,""
per.002374,oscys.caseid.0317,plaintiff
per.000883,oscys.caseid.0317,defendant
per.002252,oscys.caseid.0317,attorney
per.000004,oscys.caseid.0317,""
per.001216,oscys.caseid.0317,""
per.000699,oscys.caseid.0317,""
per.000740,oscys.caseid.0317,""
per.002372,oscys.caseid.0317,attorney
per.000476,oscys.caseid.0317,""
per.001217,oscys.caseid.0317,""
per.000689,oscys.caseid.0317,""
per.002375,oscys.caseid.0317,""
per.000044,oscys.caseid.0317,""
per.002379,oscys.caseid.0317,""
per.002376,oscys.caseid.0317,""
per.002377,oscys.caseid.0317,""
per.000882,oscys.caseid.0317,""
per.000881,oscys.caseid.0317,""
per.002378,oscys.caseid.0317,""
per.002315,oscys.caseid.0317,""
per.001625,oscys.caseid.0317,""
per.001155,oscys.caseid.0317,""
per.000829,oscys.caseid.0317,attorney
per.001608,oscys.caseid.0317,""
per.001601,oscys.caseid.0317,""
per.000028,oscys.caseid.0317,""
per.000160,oscys.caseid.0317,""
per.002802,oscys.caseid.0317,""
per.000168,oscys.caseid.0317,""
per.001676,oscys.caseid.0208,plaintiff
per.001677,oscys.caseid.0208,defendant
per.000001,oscys.caseid.0208,attorney
per.000757,oscys.caseid.0208,attorney
per.000502,oscys.caseid.0208,""
per.000003,oscys.caseid.0208,""
per.000004,oscys.caseid.0208,""
per.000739,oscys.caseid.0208,""
per.006589,oscys.caseid.0605,plaintiff
per.006590,oscys.caseid.0605,plaintiff
per.006591,oscys.caseid.0605,plaintiff
per.006470,oscys.caseid.0605,defendant
per.004375,oscys.caseid.0605,attorney
per.001495,oscys.caseid.0605,attorney
per.004664,oscys.caseid.0605,attorney
per.006316,oscys.caseid.0605,""
per.006312,oscys.caseid.0605,""
per.006469,oscys.caseid.0605,""
per.006304,oscys.caseid.0605,""
per.006342,oscys.caseid.0605,""
per.001493,oscys.caseid.0605,""
per.002097,oscys.caseid.0605,""
per.004529,oscys.caseid.0605,""
per.001635,oscys.caseid.0201,plaintiff
per.001636,oscys.caseid.0201,plaintiff
per.001637,oscys.caseid.0201,defendant
per.000464,oscys.caseid.0201,attorney
per.000003,oscys.caseid.0201,""
per.000004,oscys.caseid.0201,""
per.000739,oscys.caseid.0201,""
per.002169,oscys.caseid.0274,plaintiff
per.002170,oscys.caseid.0274,plaintiff
per.002171,oscys.caseid.0274,defendant
per.000011,oscys.caseid.0274,attorney
per.000006,oscys.caseid.0274,""
per.000003,oscys.caseid.0274,""
per.000004,oscys.caseid.0274,""
per.002172,oscys.caseid.0274,""
per.002173,oscys.caseid.0274,""
per.002174,oscys.caseid.0274,""
per.000023,oscys.caseid.0274,""
per.002175,oscys.caseid.0274,""
per.002176,oscys.caseid.0274,""
per.003360,oscys.caseid.0274,""
per.006839,oscys.caseid.0562,plaintiff
per.006832,oscys.caseid.0562,defendant
per.006805,oscys.caseid.0562,attorney
per.004360,oscys.caseid.0562,attorney
per.001393,oscys.caseid.0562,attorney
per.006831,oscys.caseid.0562,""
per.001493,oscys.caseid.0562,""
per.001641,oscys.caseid.0199,plaintiff
per.001642,oscys.caseid.0199,plaintiff
per.001643,oscys.caseid.0199,plaintiff
per.001644,oscys.caseid.0199,plaintiff
per.001645,oscys.caseid.0199,plaintiff
per.001637,oscys.caseid.0199,defendant
per.000464,oscys.caseid.0199,attorney
per.001640,oscys.caseid.0199,""
per.001646,oscys.caseid.0199,""
per.000003,oscys.caseid.0199,""
per.000004,oscys.caseid.0199,""
per.000739,oscys.caseid.0199,""
per.001002,oscys.caseid.0199,attorney
per.001653,oscys.caseid.0205,plaintiff
per.001175,oscys.caseid.0205,defendant
per.000873,oscys.caseid.0205,attorney
per.000003,oscys.caseid.0205,""
per.000004,oscys.caseid.0205,""
per.000739,oscys.caseid.0205,""
per.001654,oscys.caseid.0205,""
per.000829,oscys.caseid.0205,attorney
per.001793,oscys.caseid.0205,""
per.003904,oscys.caseid.0205,""
per.003843,oscys.caseid.0205,""
per.003905,oscys.caseid.0205,""
per.003906,oscys.caseid.0205,""
per.003907,oscys.caseid.0205,""
per.003908,oscys.caseid.0205,""
per.003909,oscys.caseid.0205,""
per.001797,oscys.caseid.0205,""
per.003910,oscys.caseid.0205,""
per.003911,oscys.caseid.0205,""
per.003864,oscys.caseid.0205,""
per.003912,oscys.caseid.0205,""
per.001150,oscys.caseid.0205,""
per.003913,oscys.caseid.0205,""
per.003914,oscys.caseid.0205,""
per.003915,oscys.caseid.0205,""
per.003916,oscys.caseid.0205,""
per.000979,oscys.caseid.0205,""
per.000513,oscys.caseid.0205,""
per.003917,oscys.caseid.0205,""
per.006630,oscys.caseid.0629,plaintiff
per.006461,oscys.caseid.0629,defendant
per.004375,oscys.caseid.0629,attorney
per.001495,oscys.caseid.0629,attorney
per.006540,oscys.caseid.0629,""
per.004601,oscys.caseid.0629,""
per.006631,oscys.caseid.0629,""
per.006535,oscys.caseid.0629,""
per.006517,oscys.caseid.0629,""
per.006513,oscys.caseid.0629,""
per.006635,oscys.caseid.0629,""
per.006636,oscys.caseid.0629,""
per.006413,oscys.caseid.0629,""
per.006638,oscys.caseid.0629,""
per.006637,oscys.caseid.0629,""
per.006634,oscys.caseid.0629,""
per.006315,oscys.caseid.0629,""
per.006633,oscys.caseid.0629,""
per.006632,oscys.caseid.0629,""
per.005302,oscys.caseid.0629,""
per.001493,oscys.caseid.0629,""
per.006843,oscys.caseid.0561,plaintiff
per.006832,oscys.caseid.0561,defendant
per.006805,oscys.caseid.0561,attorney
per.004360,oscys.caseid.0561,attorney
per.001393,oscys.caseid.0561,attorney
per.006831,oscys.caseid.0561,""
per.001493,oscys.caseid.0561,""
per.000845,oscys.caseid.0107,plaintiff
per.000846,oscys.caseid.0107,defendant
per.000847,oscys.caseid.0107,attorney
per.000003,oscys.caseid.0107,""
per.000004,oscys.caseid.0107,""
per.000739,oscys.caseid.0107,""
per.000848,oscys.caseid.0107,""
per.003850,oscys.caseid.0107,""
per.003851,oscys.caseid.0107,""
per.003845,oscys.caseid.0107,""
per.003852,oscys.caseid.0107,""
per.003853,oscys.caseid.0107,""
per.003854,oscys.caseid.0107,""
per.003855,oscys.caseid.0107,""
per.003856,oscys.caseid.0107,""
per.003857,oscys.caseid.0107,""
per.000978,oscys.caseid.0107,""
per.001151,oscys.caseid.0107,""
per.003849,oscys.caseid.0107,""
per.003858,oscys.caseid.0107,""
per.003859,oscys.caseid.0107,""
per.003860,oscys.caseid.0107,""
per.003373,oscys.caseid.0446,plaintiff
per.003374,oscys.caseid.0446,plaintiff
per.003375,oscys.caseid.0446,plaintiff
per.003376,oscys.caseid.0446,plaintiff
per.003377,oscys.caseid.0446,defendant
per.000873,oscys.caseid.0446,attorney
per.000001,oscys.caseid.0446,attorney
per.000866,oscys.caseid.0446,""
per.000003,oscys.caseid.0446,""
per.000131,oscys.caseid.0446,""
per.002630,oscys.caseid.0446,""
per.003372,oscys.caseid.0446,""
per.001616,oscys.caseid.0446,""
per.004271,oscys.caseid.0465,plaintiff
per.004272,oscys.caseid.0465,defendant
per.000001,oscys.caseid.0465,attorney
per.000747,oscys.caseid.0465,attorney
per.000435,oscys.caseid.0465,attorney
per.004268,oscys.caseid.0465,""
per.004269,oscys.caseid.0465,""
per.004270,oscys.caseid.0465,""
per.000064,oscys.caseid.0465,""
per.000509,oscys.caseid.0056,plaintiff
per.000510,oscys.caseid.0056,defendant
per.000476,oscys.caseid.0056,attorney
per.000001,oscys.caseid.0056,attorney
per.000003,oscys.caseid.0056,""
per.000004,oscys.caseid.0056,""
per.000461,oscys.caseid.0056,""
per.001830,oscys.caseid.0241,plaintiff
per.001831,oscys.caseid.0241,defendant
per.000847,oscys.caseid.0241,attorney
per.000004,oscys.caseid.0241,""
per.000740,oscys.caseid.0241,""
per.000753,oscys.caseid.0241,""
per.001216,oscys.caseid.0241,""
per.000476,oscys.caseid.0241,""
per.005309,oscys.caseid.0531,plaintiff
per.005301,oscys.caseid.0531,defendant
per.001393,oscys.caseid.0531,attorney
per.001495,oscys.caseid.0531,attorney
per.001514,oscys.caseid.0531,""
per.000357,oscys.caseid.0531,""
per.001493,oscys.caseid.0531,""
per.002041,oscys.caseid.0531,""
per.005217,oscys.caseid.0531,""
per.004601,oscys.caseid.0531,""
per.005300,oscys.caseid.0531,""
per.005302,oscys.caseid.0531,""
per.005306,oscys.caseid.0531,""
per.005313,oscys.caseid.0531,""
per.005323,oscys.caseid.0531,""
per.005281,oscys.caseid.0531,""
per.005299,oscys.caseid.0531,""
per.005151,oscys.caseid.0531,""
per.005152,oscys.caseid.0531,""
per.005172,oscys.caseid.0531,""
per.005198,oscys.caseid.0531,""
per.005220,oscys.caseid.0531,""
per.005307,oscys.caseid.0531,""
per.005222,oscys.caseid.0531,""
per.005224,oscys.caseid.0531,""
per.005311,oscys.caseid.0531,""
per.005312,oscys.caseid.0531,""
per.005314,oscys.caseid.0531,""
per.005319,oscys.caseid.0531,""
per.005251,oscys.caseid.0531,""
per.005297,oscys.caseid.0531,""
per.005298,oscys.caseid.0531,""
per.005054,oscys.caseid.0531,""
per.005327,oscys.caseid.0531,""
per.005119,oscys.caseid.0531,""
per.005174,oscys.caseid.0531,""
per.005236,oscys.caseid.0531,""
per.005199,oscys.caseid.0531,""
per.005201,oscys.caseid.0531,""
per.005214,oscys.caseid.0531,""
per.005225,oscys.caseid.0531,""
per.005315,oscys.caseid.0531,""
per.005233,oscys.caseid.0531,""
per.005316,oscys.caseid.0531,""
per.005318,oscys.caseid.0531,""
per.005322,oscys.caseid.0531,""
per.005249,oscys.caseid.0531,""
per.005324,oscys.caseid.0531,""
per.005254,oscys.caseid.0531,""
per.005325,oscys.caseid.0531,""
per.005295,oscys.caseid.0531,""
per.005056,oscys.caseid.0531,""
per.005279,oscys.caseid.0531,""
per.005071,oscys.caseid.0531,""
per.005303,oscys.caseid.0531,""
per.005328,oscys.caseid.0531,""
per.005123,oscys.caseid.0531,""
per.004640,oscys.caseid.0531,""
per.005282,oscys.caseid.0531,""
per.005153,oscys.caseid.0531,""
per.005200,oscys.caseid.0531,""
per.005208,oscys.caseid.0531,""
per.005308,oscys.caseid.0531,""
per.005238,oscys.caseid.0531,""
per.005310,oscys.caseid.0531,""
per.005229,oscys.caseid.0531,""
per.005317,oscys.caseid.0531,""
per.005237,oscys.caseid.0531,""
per.005241,oscys.caseid.0531,""
per.005246,oscys.caseid.0531,""
per.005320,oscys.caseid.0531,""
per.005294,oscys.caseid.0531,""
per.005252,oscys.caseid.0531,""
per.005165,oscys.caseid.0531,""
per.005256,oscys.caseid.0531,""
per.005329,oscys.caseid.0531,""
per.004278,oscys.caseid.0467,plaintiff
per.004279,oscys.caseid.0467,defendant
per.000001,oscys.caseid.0467,attorney
per.000830,oscys.caseid.0467,attorney
per.004274,oscys.caseid.0467,""
per.004275,oscys.caseid.0467,""
per.004276,oscys.caseid.0467,""
per.004277,oscys.caseid.0467,""
per.000231,oscys.caseid.0028,plaintiff
per.000232,oscys.caseid.0028,defendant
per.000001,oscys.caseid.0028,attorney
per.000003,oscys.caseid.0028,""
per.000230,oscys.caseid.0028,""
per.000006,oscys.caseid.0028,""
per.000004,oscys.caseid.0028,""
per.000023,oscys.caseid.0028,attorney
per.000233,oscys.caseid.0028,""
per.000234,oscys.caseid.0028,""
per.000064,oscys.caseid.0028,""
per.000194,oscys.caseid.0028,""
per.000235,oscys.caseid.0028,""
per.004015,oscys.caseid.0028,""
per.003731,oscys.caseid.0028,""
per.003732,oscys.caseid.0028,""
per.002741,oscys.caseid.0028,""
per.002694,oscys.caseid.0028,""
per.003736,oscys.caseid.0028,""
per.000086,oscys.caseid.0028,""
per.000087,oscys.caseid.0028,""
per.003702,oscys.caseid.0028,""
per.003738,oscys.caseid.0028,""
per.004059,oscys.caseid.0028,""
per.002765,oscys.caseid.0028,""
per.001456,oscys.caseid.0028,""
per.004017,oscys.caseid.0028,""
per.003708,oscys.caseid.0028,""
per.001287,oscys.caseid.0028,""
per.004060,oscys.caseid.0028,""
